"PlotID","DGP","Year","BA_total","N_total"
49628170910,1,0,0.0033363715579911,0.271872013028092
49628170910,1,1,0.0098873590869294,0.805694501278404
49628170910,1,2,0.0172214832954733,1.40333270725073
49628170910,1,3,0.0250982714457634,2.04519114939157
49628170910,1,4,0.0409678191986235,3.33835823777586
49628170910,1,5,0.063355447767689,5.16266633422238
49628170910,1,6,0.131491578132378,10.7148977329778
49628170910,1,7,0.340603662125162,27.7548833087597
49628170910,1,8,0.459689646072465,37.4588822838255
49628170910,1,9,0.572110441151585,46.6197528083249
49628170910,1,10,0.672118940915233,54.7691785176826
49628170910,1,11,0.761396767452301,62.0441903074427
49628170910,1,12,0.841055728154033,68.5353863943514
49628170910,1,13,0.922054491824388,75.1357594490557
49628170910,1,14,0.995111256745451,81.0889602239624
49628170910,1,15,1.06315642630241,86.6337794692825
49628170910,1,16,1.1235616082889,91.5560365196584
49628170910,1,17,1.17592089364252,95.8226549290221
49628170910,1,18,1.21883291747225,99.3194412128381
49628170910,1,19,1.2568142265842,102.414436715056
49628170910,1,20,1.29379906932775,105.428232832617
49628170910,1,21,1.33274444036187,108.601787167659
49628170910,1,22,1.36801241177902,111.475680023396
49628170910,1,23,1.39736073582045,113.867196614837
49628170910,1,24,1.41439925886855,115.255620379875
49628170910,1,25,1.42880080211888,116.429163699653
49628170910,1,26,1.4388151191465,117.245203664651
49628170910,1,27,1.44741007155563,117.945583395365
49628170910,1,28,1.45484791736176,118.551673597478
49628170910,1,29,1.46073213486255,119.031162775834
49628170910,1,30,1.46549264284903,119.419083865205
49628170910,1,31,1.46506882855184,119.384548369346
49628170910,1,32,1.46580229190854,119.444316340569
49628170910,1,33,1.48295800590992,120.842289683591
49628170910,1,34,1.51833370129789,123.724960678181
49628170910,1,35,1.53508347518875,125.089855045107
49628170910,1,36,1.54906536320575,126.229201780038
49628170910,1,37,1.56225496975292,127.303987612701
49628170910,1,38,1.57428030542979,128.283900119741
49628170910,1,39,1.5569682539471,126.873187252653
49628170910,1,40,1.54434011509669,125.844153923966
49628170910,1,41,1.53470694267204,125.059172415337
49628170910,1,42,1.52443985147689,124.222534558117
49628170910,1,43,1.51634315155787,123.562756092917
49628170910,1,44,1.51014685464298,123.057836396087
49628170910,1,45,1.50788723212227,122.873705788117
49628170910,1,46,1.5063431113268,122.747879505963
49628170910,1,47,1.50596753382135,122.717274697512
49628170910,1,48,1.50607371756643,122.72592732748
49628170910,1,49,1.50742675156671,122.83618245673
49628170910,1,50,1.50893670653732,122.959224657008
49628170910,2,0,3.67351448370932,152.726984777668
49628170910,2,1,3.14152332354643,130.609362489703
49628170910,2,2,2.69790761128031,112.1659643665
49628170910,2,3,2.33073375176837,96.9006491755245
49628170910,2,4,2.02344036867654,84.1248748999989
49628170910,2,5,1.76511351201348,73.3848922266753
49628170910,2,6,1.55443132174348,64.6257446014283
49628170910,2,7,1.38590847868219,57.6193789532053
49628170910,2,8,1.25912199960734,52.3482096831371
49628170910,2,9,1.16414825172584,48.399660082666
49628170910,2,10,1.09613724063545,45.5720908158019
49628170910,2,11,1.04519355755892,43.4540985922104
49628170910,2,12,1.00959660105506,41.9741491165229
49628170910,2,13,0.985616642635725,40.9771782972379
49628170910,2,14,0.975799603874945,40.5690332535669
49628170910,2,15,0.974294658596386,40.5064648995645
49628170910,2,16,0.978585729035642,40.6848668774422
49628170910,2,17,0.988306882557799,41.0890254761312
49628170910,2,18,0.996485945849832,41.4290714131862
49628170910,2,19,1.01095365400931,42.0305688221767
49628170910,2,20,1.02462497102392,42.5989561348826
49628170910,2,21,1.04121278239537,43.2885971928002
49628170910,2,22,1.05996331368277,44.0681536963079
49628170910,2,23,1.08060679087463,44.9264097453368
49628170910,2,24,1.10548259447735,45.9606254793465
49628170910,2,25,1.13072537098349,47.010098173764
49628170910,2,26,1.15655123375066,48.0838127779129
49628170910,2,27,1.1811833386846,49.1078966986298
49628170910,2,28,1.2034839274378,50.0350474405549
49628170910,2,29,1.22554413050727,50.9522041070996
49628170910,2,30,1.24912273458354,51.9324885518202
49628170910,2,31,1.27214116026104,52.8894834850493
49628170910,2,32,1.29382749710466,53.7910966001426
49628170910,2,33,1.31233901693856,54.5607161621238
49628170910,2,34,1.33079340750169,55.327960565029
49628170910,2,35,1.35451938166148,56.3143719458488
49628170910,2,36,1.37763008385406,57.2752032907691
49628170910,2,37,1.39991612242903,58.2017491065779
49628170910,2,38,1.42192070638069,59.116593398911
49628170910,2,39,1.44581487126879,60.1099973376522
49628170910,2,40,1.46457384012366,60.8899046344515
49628170910,2,41,1.48090593375003,61.5689141839508
49628170910,2,42,1.49481768339899,62.1472975240162
49628170910,2,43,1.50778902416373,62.6865832059723
49628170910,2,44,1.51981126527157,63.1864099094775
49628170910,2,45,1.53578027612087,63.8503242312285
49628170910,2,46,1.55101470754895,64.48369828954
49628170910,2,47,1.56551936785462,65.0867319902463
49628170910,2,48,1.57906024892253,65.6496964064493
49628170910,2,49,1.59423362472897,66.2805320669846
49628170910,2,50,1.6087330555218,66.8833483498119
49628170910,3,0,2.50578379829972,63.0214918034939
49628170910,3,1,2.52154479727283,63.4178874016588
49628170910,3,2,2.49521719109067,62.7557372918446
49628170910,3,3,2.42032936381331,60.8722776748802
49628170910,3,4,2.31748021700375,58.2855793862834
49628170910,3,5,2.20446753631643,55.4432640458861
49628170910,3,6,2.08845590821989,52.5255239462982
49628170910,3,7,1.96903076166437,49.5219324553299
49628170910,3,8,1.84970014492317,46.5207184280207
49628170910,3,9,1.73461461203074,43.6262700032193
49628170910,3,10,1.62805167567736,40.9461683821188
49628170910,3,11,1.52906008594682,38.4564892385903
49628170910,3,12,1.43798764647162,36.1659799768555
49628170910,3,13,1.35615702100996,34.1079061337306
49628170910,3,14,1.28342441845024,32.2786513036952
49628170910,3,15,1.21932214642379,30.6664528315679
49628170910,3,16,1.15796003729923,29.1231705819731
49628170910,3,17,1.10499441540331,27.7910634351212
49628170910,3,18,1.05260509504722,26.4734505087177
49628170910,3,19,1.01036342380846,25.4110551258655
49628170910,3,20,0.972481924757897,24.4583198645318
49628170910,3,21,0.941617068847415,23.6820560603287
49628170910,3,22,0.916717267934718,23.0558158395272
49628170910,3,23,0.897967513830197,22.5842518221457
49628170910,3,24,0.885208299875491,22.2633523502076
49628170910,3,25,0.87693853545536,22.0553643781512
49628170910,3,26,0.873213502514998,21.9616782696058
49628170910,3,27,0.873102715296169,21.9588919255453
49628170910,3,28,0.875089661008813,22.0088644263765
49628170910,3,29,0.8807323760159,22.1507810266075
49628170910,3,30,0.891795362929178,22.4290196917111
49628170910,3,31,0.906625133431087,22.8019945113137
49628170910,3,32,0.922692346929225,23.2060915305637
49628170910,3,33,0.938896833989347,23.6136410362841
49628170910,3,34,0.955822653808498,24.0393323571889
49628170910,3,35,0.973131640946846,24.4746604935614
49628170910,3,36,0.99158910310988,24.9388732485525
49628170910,3,37,1.0107276780409,25.4202162694327
49628170910,3,38,1.02944189102397,25.8908864130108
49628170910,3,39,1.05024636271462,26.4141274216794
49628170910,3,40,1.07036286239746,26.9200656517603
49628170910,3,41,1.09070881195316,27.4317746403926
49628170910,3,42,1.11038812963465,27.9267175635624
49628170910,3,43,1.12975401817952,28.4137776152023
49628170910,3,44,1.15001294578165,28.9232979659569
49628170910,3,45,1.17480847725992,29.546915767653
49628170910,3,46,1.19931927005078,30.1633722744014
49628170910,3,47,1.22280023888354,30.7539282855927
49628170910,3,48,1.24545903621503,31.3238063458118
49628170910,3,49,1.27154877082991,31.9799738880006
49628170910,3,50,1.29669815526088,32.6124912368057
49628170910,4,0,0.243048327562238,4.0920164222676
49628170910,4,1,0.484734797920763,8.16110430971139
49628170910,4,2,0.698043330155601,11.7524148349452
49628170910,4,3,0.875681517628441,14.743171396208
49628170910,4,4,1.02518997224941,17.260329435159
49628170910,4,5,1.14555503694805,19.2868227928966
49628170910,4,6,1.23983175633511,20.8740868890488
49628170910,4,7,1.30661542738086,21.9984718268079
49628170910,4,8,1.35187591408525,22.7604875819944
49628170910,4,9,1.3795362832343,23.2261837912182
49628170910,4,10,1.39167764521695,23.4305984980381
49628170910,4,11,1.38925537399777,23.3898165938485
49628170910,4,12,1.37641961819988,23.1737109162495
49628170910,4,13,1.35441397104118,22.8032188809444
49628170910,4,14,1.32670811806335,22.3367568957279
49628170910,4,15,1.29553948688279,21.8119947962324
49628170910,4,16,1.25980717747294,21.2103975814842
49628170910,4,17,1.22193411008152,20.5727580828636
49628170910,4,18,1.18235691056299,19.9064274316654
49628170910,4,19,1.14317569884867,19.2467637203884
49628170910,4,20,1.10326567177429,18.5748295094457
49628170910,4,21,1.06464296169522,17.9245688575777
49628170910,4,22,1.02784468892059,17.305024843368
49628170910,4,23,0.992652637987551,16.7125235421015
49628170910,4,24,0.960776022658253,16.1758416619088
49628170910,4,25,0.931906578217719,15.6897891885703
49628170910,4,26,0.905339870700277,15.2425061130712
49628170910,4,27,0.881873705655787,14.8474244694623
49628170910,4,28,0.861847337629954,14.5102560237378
49628170910,4,29,0.846037486090004,14.244077799909
49628170910,4,30,0.83293582367227,14.0234952585268
49628170910,4,31,0.824213823439245,13.8766496967962
49628170910,4,32,0.81841981969643,13.779100543901
49628170910,4,33,0.815130302485874,13.7237174907365
